"   load up on guns, bring your friends it's fun to lose and to pretend she's over-bored and self-assured oh no, i know a dirty word    hello, hello, hello, how low hello, hello, hello, how low hello, hello, hello, how low hello, hello, hello   with the lights out, it's less dangerous here we are now, entertain us i feel stupid and contagious here we are now, entertain us a mulatto, an albino a mosquito, my libido    yeah, hey, yay    i'm worse at what i do best and for this gift, i feel blessed our little group has always been and always will until the end    hello, hello, hello, how low hello, hello, hello, how low hello, hello, hello, how low hello, hello, hello    with the lights out, it's less dangerous here we are now, entertain us i feel stupid and contagious here we are now, entertain us a mulatto, an albino a mosquito, my libido you might also like  yeah, hey, yay       and i forget just why i taste oh yeah, i guess it makes me smile i found it hard, it's hard to find oh well, whatever, never mind    hello, hello, hello, how low hello, hello, hello, how low hello, hello, hello, how low hello, hello, hello    with the lights out, it's less dangerous here we are now, entertain us i feel stupid and contagious here we are now, entertain us a mulatto, an albino a mosquito, my libido    a denial, a denial a denial, a denial a denial, a denial a denial, a denial a denial "
""
"   come as you are, as you were as i want you to be as a friend, as a friend as an old enemy take your time, hurry up choice is yours, don't be late take a rest as a friend as an old memoria    memoria memoria memoria   come doused in mud, soaked in bleach as i want you to be as a trend, as a friend as an old memoria    memoria memoria memoria    and i swear that i don't have a gun no, i don't have a gun no, i don't have a gun       memoria memoria memoria memoria (no, i don't have a gun)    and i swear that i don't have a gun no, i don't have a gun no, i don't have a gun no, i don't have a gun no, i don't have a gun you might also like  memoria memoria "
"   when you were here before couldn't look you in the eye you're just like an angel your skin makes me cry you float like a feather in a beautiful world i wish i was special you're so fuckin' special    but i'm a creep i'm a weirdo what the hell am i doing here? i don't belong here   i don't care if it hurts i wanna have control i want a perfect body i want a perfect soul i want you to notice when i'm not around you're so fuckin' special i wish i was special    but i'm a creep i'm a weirdo what the hell am i doing here? i don't belong here oh, oh    she's running out the door she's running out she run, run, run, run run    whatever makes you happy whatever you want you're so fuckin' special i wish i was special but i'm a creep i'm a weirdo what the hell am i doing here? i don't belong here i don't belong hereyou might also like "
"   look at the stars, look how they shine for you and everything you do yeah, they were all yellow i came along, i wrote a song for you and all the things you do and it was called “yellow” so then i took my turn oh, what a thing to have done and it was all yellow   (aah) your skin, oh, yeah, your skin and bones (ooh) turn into something beautiful (aah) you know, you know i love you so you know i love you so    i swam across, i jumped across for you oh, what a thing to do 'cause you were all yellow i drew a line, i drew a line for you oh, what a thing to do and it was all yellow    (aah) your skin, oh, yeah, your skin and bones (ooh) turn into something beautiful (aah) and you know, for you, i'd bleed myself dry for you, i'd bleed myself dry    it's true, look how they shine for you look how they shine for you look how they shine for look how they shine for you look how they shine for you look how they shine   look at the stars look how they shine for you and all the things that you do "
"   hahahahahahahahahahahahahahahaha feel good sha, sha-ba-da, sha-ba-da-ca; feel good sha, sha-ba-da, sha-ba-da-ca; feel good sha, sha-ba-da, sha-ba-da-ca; feel good sha, sha-ba-da, sha-ba-da-ca; feel good sha, sha-ba-da, sha-ba-da-ca; feel good sha, sha-ba-da, sha-ba-da-ca; feel good (change, change, change, change) sha, sha-ba-da, sha-ba-da-ca; feel good (change, change, change, change) sha, sha-ba-da, sha-ba-da-ca; feel good   city's breaking down on a camel's back they just have to go, 'cause they don't know wack so while you fill the streets, it's appealing to see and you won't get out the county 'cause you're damned and free you got a new horizon, its ephemeral style a melancholy town where we never smile and all i wanna hear is the message beep my dreams, they've got to kiss me 'cause i don't get to sleep, no (*beep*)    windmill, windmill for the land turn forever, hand in hand take it all in on your stride it is ticking, falling down love forever, love is free let's turn forever, you and me windmill, windmill for the land is everybody in?    laughin' gas, these hazmats, fast cats linin' 'em up like ass cracks play these ponies at the track it's my chocolate attack shit, i'm steppin' in the heart of this here (yeah) care bear repping in harder this year (yeah) watch me as i gravitate, ha-ha-ha-ha-ha! yo, we gon' ghost town this motown with yo' sound, you in the blink gon' bite the dust, can't fight with us with yo' sound, you kill the inc so don't stop, get it, get it (get it) until you're cheddar headed and watch the way i navigate, hahahahaha (ha! haha! haha! haha! ha!)   sha, sha-ba-da, sha-ba-da-ca; feel good sha, sha-ba-da, sha-ba-da-ca; feel good sha, sha-ba-da, sha-ba-da-ca; feel good sha, sha-ba-da, sha-ba-da-ca; feel good    windmill, windmill for the land turn forever, hand in hand take it all in on your stride it is ticking, falling down love forever, love is free let's turn forever, you and me windmill, windmill for the land is everybody in?    don't stop, get it, get it, peep how your captain's in it (sha, sha-ba-da, sha-ba-da-ca; feel good) steady, watch me navigate, ha-ha-ha-ha-ha! (sha, sha-ba-da, sha-ba-da-ca; feel good) don't stop, get it, get it, peep how your captain's in it (sha, sha-ba-da, sha-ba-da-ca; feel good) steady, watch me navigate, ha-ha-ha-ha-ha! (sha, sha-ba-da, sha-ba-da-ca; feel good) sha, sha-ba-da, sha-ba-da-ca; feel good (hahaha!) sha, sha-ba-da, sha-ba-da-ca; feel good (hahaha!) sha, sha-ba-da, sha-ba-da-ca; feel good (hahaha!) sha, sha-ba-da, sha-ba-da-ca; feel good (hahahahahaha!) "
"   i used to rule the world seas would rise when i gave the word now in the morning, i sleep alone sweep the streets i used to own       i used to roll the dice feel the fear in my enemies' eyes listen as the crowd would sing ""now the old king is dead, long live the king"" one minute, i held the key next, the walls were closed on me and i discovered that my castles stand upon pillars of salt and pillars of sand   i hear jerusalem bells a-ringin' roman cavalry choirs are singin' be my mirror, my sword and shield my missionaries in a foreign field for some reason i can't explain once you'd gone, there was never never an honest word and that was when i ruled the world       it was the wicked and wild wind blew down the doors to let me in shattered windows and the sound of drums people couldn't believe what i'd become revolutionaries wait for my head on a silver plate just a puppet on a lonely string (mmm, mmm) aw, who would ever wanna be king?    i hear jerusalem bells a-ringin' roman cavalry choirs are singin' be my mirror, my sword and shield my missionaries in a foreign field for some reason i can't explain i know saint peter won't call my name never an honest word but that was when i ruled the world   oh-oh-oh, oh-oh, oh oh-oh-oh, oh-oh, oh oh-oh-oh, oh-oh, oh oh-oh-oh, oh-oh, oh    (oh-oh-oh, oh-oh, oh) hear jerusalem bells a-ringin' (oh-oh-oh, oh-oh, oh) roman cavalry choirs are singin' (oh-oh-oh, oh-oh, oh) be my mirror, my sword and shield (oh-oh-oh, oh-oh, oh) my missionaries in a foreign field (oh-oh-oh, oh-oh, oh) for some reason i can't explain (oh-oh-oh, oh-oh, oh) i know saint peter won't call my name never an honest word but that was when i ruled the world    mmm, mmm, mmm, mmm mmm, mmm, mmm, mmm mmm, mmm "
"   today is gonna be the day that they're gonna throw it back to you and by now, you shoulda somehow realised what you gotta do i don't believe that anybody feels the way i do about you now    and backbeat, the word is on the street that the fire in your heart is out i'm sure you've heard it all before, but you never really had a doubt i don't believe that anybody feels the way i do about you now    and all the roads we have to walk are winding and all the lights that lead us there are blinding there are many things that i would like to say to you, but i don't know how   because maybe you're gonna be the one that saves me and after all you're my wonderwall    today was gonna be the day, but they'll never throw it back to you and by now, you shoulda somehow realised what you're not to do i don't believe that anybody feels the way i do about you now    and all the roads that lead you there were winding and all the lights that light the way are blinding there are many things that i would like to say to you, but i don't know how    i said maybe you're gonna be the one that saves me and after all you're my wonderwall i said maybe (i said maybe) you're gonna be the one that saves me and after all you're my wonderwall you might also like  i said maybe (i said maybe) you're gonna be the one that saves me (that saves me) you're gonna be the one that saves me (that saves me) you're gonna be the one that saves me (that saves me) "
"   karma police, arrest this man he talks in maths, he buzzes like a fridge he's like a detuned radio    karma police, arrest this girl her hitler hairdo is making me feel ill and we have crashed her party    this is what you get this is what you get this is what you get when you mess with us   karma police, i've given all i can it's not enough, i've given all i can but we're still on the payroll    this is what you get this is what you get this is what you get when you mess with us    for a minute there i lost myself, i lost myself phew, for a minute there i lost myself, i lost myself for a minute there i lost myself, i lost myself phew, for a minute there i lost myself, i lost myselfyou might also like "
"   so if you're lonely, you know i'm here waiting for you i'm just a cross-hair, i'm just a shot away from you and if you leave here, you leave me broken, shattered i lie i'm just a cross-hair, i'm just a shot, then we can die oh, oh, oh i know i won't be leaving here with you       i say, don't you know? you say you don't know i say: take me out i say you don't show don't move, time is slow i say: take me out   well, i say you don't know you say you don't know i say: take me out if i move, this could die if eyes move, this could die i want you to take me out    i know i won't be leaving here (with you) i know i won't be leaving here i know i won't be leaving here (with you) i know i won't be leaving here with you    i say, don't you know? you say you don't know i say: take me out if i wane, this could die if i wait, this could die i want you to take me out if i move, this could die eyes move, this can die come on, take me out    i know i won't be leaving here (with you) i know i won't be leaving here i know i won't be leaving here (with you) i know i won't be leaving here with youyou might also like "
